program,section,semester,course,course_code,day,start_time,end_time,room,teacher
BS-CS,B,2nd,Cn(Lab),TE-307/L,Wednesday,00:30,04:30,Cisco lab,Ms.Poma
BS-CS,B,2nd,Pf,CS-114,Thursday,11:00,00:30,R2,Mr.Yahya Jan
BS-CS,B,2nd,Ds,MATHA-234,Thursday,00:30,02:00,R2,Ms.Bushra Haq
BS-CS,B,2nd,Dld(Lab),EE-102/L,Friday,11:00,02:00,Digital System lab,Ms.Summaya
BS-CS,B,2nd,Mvc,nan,Friday,03:00,04:30,SSg-17,Dr.Ayub
BS-CS,NAN,4th,Ai,nan,Monday,09:00,11:00,R2,Dr.Abdul Wahid
BS-CS,NAN,4th,Ds,nan,Monday,11:00,00:30,R6,Ms.Sadaf
BS-CS,NAN,4th,Ds,nan,Monday,00:30,04:30,SSc comp lab I cyber security,Ms.Sadaf
BS-CS,NAN,4th,Coal(Lab),nan,Wednesday,09:30,00:30,HBL-I,Ms.Atiya
BS-CS,NAN,4th,Ds,nan,Wednesday,00:30,02:00,R2,Ms.Sadaf
BS-CS,NAN,4th,Ew,nan,Wednesday,03:00,04:30,R5,Ms.Sehar Shafi
BS-CS,NAN,4th,Coal,nan,Thursday,09:30,11:00,SSG-13,Ms.Atiya
BS-CS,NAN,4th,Ew,nan,Thursday,11:00,00:30,SSG-61,Ms.Sehar Shafi
BS-CS,NAN,4th,Ai(Lab),nan,Thursday,00:30,04:30,SSc comp lab II cyber security,Dr.Abdul Wahid
BS-CS,NAN,4th,A&F,nan,Friday,00:30,02:00,SSg-55,Mr.Zeeshan
BS-CS,NAN,6th,Gt,nan,Monday,09:00,11:00,R3,Ms.Sadaf
BS-CS,NAN,6th,Sda,nan,Monday,11:00,00:30,R5,Dr.Mirza Amir
BS-CS,NAN,6th,Dm&F,nan,Monday,00:30,02:00,R7,Mr.Luqman
BS-CS,NAN,6th,Daa,CS-424,Tuesday,09:00,11:00,R5,Dr.Saima Gull
BS-CS,NAN,6th,Mad,nan,Tuesday,11:00,02:00,Fyp lab,Mr.Shah Zaman
BS-CS,NAN,6th,Gt,nan,Wednesday,09:00,11:00,R2,Ms.Sadaf
BS-CS,NAN,6th,Wt(Lab),nan,Wednesday,11:00,02:00,SSc comp lab II cloud security,Mr.Luqman
BS-CS,NAN,6th,Mad,nan,Thursday,09:00,11:00,R7,Mr.Shah Zaman
BS-CS,NAN,6th,Daa,CS-424,Thursday,11:00,00:30,R7,Dr.Saima Gull
BS-CS,NAN,6th,Sda,nan,Thursday,00:30,02:00,R7,Dr.Mirza Amir
BS-CS,NAN,6th,Wt,nan,Friday,09:00,11:00,nan,Mr.Luqman
BS-CS,NAN,6th,Dm&F,nan,Friday,11:00,00:30,nan,Mr.Luqman
BS-CS,NAN,8th,Ps,nan,Tuesday,09:00,11:00,SSA-150,Mr.Wali Muhammad
BS-CS,NAN,8th,Fyp-Ii(Lab),nan,Tuesday,11:00,02:00,Communication System lab,Mr.Farhan Ilahi
BS-CS,NAN,8th,Ids,nan,Tuesday,03:00,04:30,SSA-150,Dr.Sibghat Ullah
BS-CS,NAN,8th,E&L,nan,Wednesday,09:00,11:00,SSA-150,Mr.Raheem Shah
BS-CS,NAN,8th,Ml,nan,Wednesday,11:00,00:30,SSg-55,Mr.Siraj Um  Muneer
BS-CS,NAN,8th,Ids,nan,Wednesday,00:30,02:00,SSA-150,Dr.Sibghat Ullah
BS-CS,NAN,8th,Ml,nan,Thursday,11:00,00:30,Sg-56,Mr.Siraj Um  Muneer
BS-CS,NAN,8th,E&L,nan,Thursday,03:00,04:30,SSA-150,Mr.Raheem Shah
BS-EE,NAN,2nd,La,MATHP-111,Monday,11:00,00:30,R3,Mr.Jala Ud Din
BS-EE,NAN,2nd,De,nan,Monday,00:30,02:00,R3,Muhammad  Anas
BS-EE,NAN,2nd,I&Cp,nan,Tuesday,09:30,11:00,R6,Dr.Muhammad Naeem
BS-EE,NAN,2nd,Cp,nan,Tuesday,11:00,00:30,R3,Dr.Babar Ali
BS-EE,NAN,2nd,Edc,EE-208,Tuesday,00:30,02:00,R3,Mr.Humayoun Khan
BS-EE,NAN,2nd,Wp(Lab),nan,Wednesday9:30,03:00,00:30,LIIA,Engr.Umar Mir
BS-EE,NAN,2nd,Cps,nan,Wednesday,09:30,11:00,ssg  13,Nan
BS-EE,NAN,2nd,Wd(Lab),nan,Wednesday,11:00,02:00,HBL lab-III,Engr.Umar Mir
BS-EE,NAN,2nd,La,nan,Wednesday,00:30,02:00,R3,Mr.Jala Ud Din
BS-EE,NAN,2nd,Edc(Lab),EE-208L,Thursday,09:30,00:30,Basic Electronic,Engr.Syed Muhammad Tariq
BS-EE,NAN,2nd,De,nan,Thursday,00:30,02:00,SSG-61,Dr.Muhammad Anas
BS-EE,NAN,2nd,Cp,nan,Thursday,00:30,02:00,SSg-17,Dr.Babar Ali
BS-EE,NAN,2nd,Cp(Lab),nan,Friday,11:00,02:00,Software lab,Engr.Syed Muhammad Tariq
BS-EE,NAN,2nd,Edc,EE-208,Friday,03:00,04:30,R8,Mr.Humayoun Khan
BS-EE,NAN,4th,Ena(Lab),CE-201L,Monday,09:30,00:30,LIIA,Engr.Syed Muhammad Tariq
BS-EE,NAN,4th,Ena,CE-201,Monday,00:30,02:00,R4,Dr.Walid
BS-EE,NAN,4th,Cvt,MATHA-213,Monday,03:00,04:30,R3,Engr.Zain Nadeem
BS-EE,NAN,4th,Aie,EE-491L,Tuesday,09:30,00:30,Digital System ab,Mr.Muhammad Arif
BS-EE,NAN,4th,M&M,CE-324,Tuesday,00:30,02:00,R4,Dr.Babar Ali
BS-EE,NAN,4th,Trw&Ps,nan,Tuesday,03:00,04:30,SSg-18,Dr.Muhammad Junaid
BS-EE,NAN,4th,Aie,EE-491,Wednesday,09:30,11:00,SSG-61,Mr.Muhammad Arif
BS-EE,NAN,4th,Trw&Ps,nan,Wednesday,00:30,02:00,R4,Dr.Muhammad Junaid
BS-EE,NAN,4th,M&M,CE-324,Wednesday,03:00,04:30,R4,Dr.Babar Ali
BS-EE,NAN,4th,M&M(Lab),CE-324L,Thursday,11:00,02:00,Micro Pro lab,Dr.Babar Ali
BS-EE,NAN,4th,Ena,CE-201,Thursday,03:00,04:30,SSg-17,Dr.Walid
BS-EE,NAN,6th,Eem,nan,Monday,00:30,02:00,SSG-61,Mr.Atifullah Khan
BS-EE,NAN,6th,Pdc,nan,Monday,03:00,04:30,SSg-18,Dr.Walid
BS-EE,NAN,6th,Pe,EE-421,Tuesday,09:30,11:00,SSg-11,Dr.Muhammad Junaid
BS-EE,NAN,6th,Na(Lab),nan,Tuesday,11:00,02:00,HBL lab-IV,Dr.Muhammad Mehdi
BS-EE,NAN,6th,Cs,TE-314,Tuesday,03:00,04:30,R6,Dr.Talha Mir
BS-EE,NAN,6th,Pe,EE-421,Wednesday,11:00,00:30,R7,Dr.Muhammad Junaid
BS-EE,NAN,6th,Eem,nan,Wednesday,00:30,02:00,SSC II cloud comuting lab,Mr.Atifullah Khan
BS-EE,NAN,6th,Cs(Lab),TE-314L,Thursday,09:30,00:30,LIIA,Engr.Umar Mir
BS-EE,NAN,6th,Pdc,nan,Thursday,00:30,02:00,R5,Dr.Walid
BS-EE,NAN,6th,Cs,TE-314,Thursday,03:00,04:30,R5,Dr.Talha Mir
BS-EE,NAN,6th,Pe(Lab),EE-421L,Friday,11:00,02:00,LIIA,Dr.Muhammad Junaid
BS-EE,NAN,8th,Vlsid,nan,Monday,09:30,11:00,ssg-55,Dr.Walid
BS-EE,NAN,8th,Dsp(Lab),TE-412L,Monday,11:00,02:00,software lab,Engr.Zain Nadeem
BS-EE,NAN,8th,Dip,nan,Monday,03:00,04:30,R6,Dr.Jameel Ahmed
BS-EE,NAN,8th,Dsp,TE-412,Tuesday,09:30,11:00,Micro Pro lab,Mr.Hamid Karim
BS-EE,NAN,8th,Dip,nan,Tuesday,11:00,00:30,R6,Dr.Jameel Ahmed
BS-EE,NAN,8th,Mt,nan,Tuesday,00:30,02:00,R6,Dr.Anayat Ullah
BS-EE,NAN,8th,P&Se,nan,Wednesday,09:30,11:00,Micro Pro lab,Mr.Atifullah Khan
BS-EE,NAN,8th,Fyp-Ii,EE-482L,Wednesday,11:00,02:00,Micro Pro lab,Dr.Abdul Ali
BS-EE,NAN,8th,Mt,nan,Wednesday,11:00,00:30,R6,Dr.Anayat Ullah
BS-EE,NAN,8th,Vlsid(Lab),nan,Thursday,09:30,00:20,HBL lab-I,Dr.Walid
